Projeto|Identificador|Responsavel p/ Metadados|Data de preenchimento|MI|Índice de nomenclatura|Nome|Data de conclusão|Tipo da data de conclusão|Edição|Data da Edição|Tipo de recurso|Resumo|Propósito|Créditos|Escala|westBoundLongitude|southBoundLatitude|eastBoundLongitude|northBoundLatitude|Ponto de contato|EPSG|Datum Vertical|Catálogo de feições (Versão ET-EDGV)|PDF Carregado
|a55e1f59-d9fa-02f4-0bdf-4f14ddf36c5d|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2145-2|SD-20-Z-D-II-2|2145-2 - SD-20-Z-D-II-2 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.750|-15.250|-60.500|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|5de68073-00c3-4e75-e4dd-3a7474416f3a|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2146-1|SD-20-Z-D-III-1|2146-1 - SD-20-Z-D-III-1 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.500|-15.250|-60.250|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|590b7e2c-532d-e548-8dbc-109342e893b3|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2146-2|SD-20-Z-D-III-2|2146-2 - SD-20-Z-D-III-2 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.250|-15.250|-60.000|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|039f5e46-6ec4-bb0e-36f2-48359937d68f|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2146-3|SD-20-Z-D-III-3|2146-3 - SD-20-Z-D-III-3 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.500|-15.500|-60.250|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|95d5a032-2744-aa1d-e824-4b6c658f2bfc|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2146-4|SD-20-Z-D-III-4|2146-4 - SD-20-Z-D-III-4 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.250|-15.500|-60.000|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|6decdd16-c824-f9dc-3842-d7de558b87f5|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2147-1|SD-21-Y-C-I-1|2147-1 - SD-21-Y-C-I-1 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.000|-15.250|-59.750|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|52abec5f-c663-b969-be96-aa70dea5a00f|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2147-2|SD-21-Y-C-I-2|2147-2 - SD-21-Y-C-I-2 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.750|-15.250|-59.500|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|00cb5f56-3264-5e73-1cb0-94c092b5b6c5|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2147-3|SD-21-Y-C-I-3|2147-3 - SD-21-Y-C-I-3 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.000|-15.500|-59.750|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|4c5b31d1-8635-c251-3bb7-cf7a713d57bf|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2147-4|SD-21-Y-C-I-4|2147-4 - SD-21-Y-C-I-4 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.750|-15.500|-59.500|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|206f1112-230a-aabf-fc8b-e4b1726607d8|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2148-1|SD-21-Y-C-II-1|2148-1 - SD-21-Y-C-II-1 - 50.000|01/06/2022|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.500|-15.250|-59.250|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|f33e28ee-513e-ccdb-9dde-4b10532d06d2|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2148-2|SD-21-Y-C-II-2|2148-2 - SD-21-Y-C-II-2 - 50.000|01/06/2022|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.250|-15.250|-59.000|-15.000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|2d22c9f8-0548-2c09-5ae2-213b84b8f44e|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2148-3|SD-21-Y-C-II-3|2148-3 - SD-21-Y-C-II-3 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.500|-15.500|-59.250|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|80704cb5-0ec7-cfc3-25ed-bcd4510df709|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2148-4|SD-21-Y-C-II-4|2148-4 - SD-21-Y-C-II-4 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.250|-15.500|-59.000|-15.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|e202c810-4120-6840-1ba4-903e46f8cfd0|EDUARDO DE OLIVEIRA FLUHR/ ;|13/06/2023|2190-2|SD-20-Z-D-VI-2|2190-2 - SD-20-Z-D-VI-2 - 50.000|01/08/2020|criacao|1ª Edição|2023-05-01|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.250|-15.750|-60.000|-15.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|e2268f3b-49f1-8821-7eec-354f077a130f|EDUARDO DE OLIVEIRA FLUHR/ ;|13/06/2023|2190-4|SD-20-Z-D-VI-4|2190-4 - SD-20-Z-D-VI-4 - 50.000|01/08/2020|criacao|1ª Edição|2023-05-01|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.250|-16.000|-60.000|-15.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|a7abb998-5da1-0923-b4dc-a8d3b0b51f3d|EDUARDO DE OLIVEIRA FLUHR/ ;|13/06/2023|2191-1|SD-21-Y-C-IV-1|2191-1 - SD-21-Y-C-IV-1 - 50.000|01/08/2020|criacao|1ª Edição|2023-05-01|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.000|-15.750|-59.750|-15.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|05ba4ce9-3d76-327d-4f1a-b27fa1e741ce|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2191-2|SD-21-Y-C-IV-2|2191-2 - SD-21-Y-C-IV-2 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.750|-15.750|-59.500|-15.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|4c4640e6-cd1e-c05a-6816-1b996bc14c3b|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2191-3|SD-21-Y-C-IV-3|2191-3 - SD-21-Y-C-IV-3 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-60.000|-16.000|-59.750|-15.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|e2263c1d-a0fa-8942-b93f-72ac70956043|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2191-4|SD-21-Y-C-IV-4|2191-4 - SD-21-Y-C-IV-4 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.750|-16.000|-59.500|-15.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|ce135dc1-8030-2914-bafc-d659f0895b87|EDUARDO DE OLIVEIRA FLUHR/ ;|20/07/2023|2192-1|SD-21-Y-C-V-1|2192-1 - SD-21-Y-C-V-1 - 50.000|01/08/2020|criacao|1ª Edição|2023-06-25|SCN Carta Ortoimagem|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||50000|-59.500|-15.750|-59.250|-15.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
